//1
3, Eb, 1500, 0
3, Db, 1500, 200

//2
2, F, 1500, 200
2, Bb, 1500, 400
3, Gb, 1500, 0
2, Bb, 1500, 400
3, Gb, 1500, 0
3, Eb, 1500, 400
3, Db, 1500, 200

//3
2, F, 1500, 200
2, Bb, 1500, 400
3, Gb, 1500, 0
2, Bb, 1500, 400
3, Gb, 1500, 0
3, Eb, 1500, 400
3, Db, 1500, 200

//4
2, F, 1500, 200
2, Bb, 1500, 400
3, Gb, 1500, 0
2, Bb, 1500, 400
2, D, 1500, 400
3, Gb, 1500, 0
2, Bb, 1500, 400

//5
2, C, 1500, 400
2, B, 1500, 400
3, F, 1500, 0
2, B, 1500, 400
3, F, 1500, 0
3, Eb, 1500, 400
3, Db, 1500, 200

//6
2, C, 1500, 200
2, B, 1500, 400
3, F, 1500, 0
2, B, 1500, 400
3, F, 1500, 0
3, Eb, 1500, 400
3, Db, 1500, 200

//7
2, C, 1500, 200
2, B, 1500, 400
3, F, 1500, 0
2, B, 1500, 400
3, F, 1500, 0
3, Eb, 1500, 400
3, Db, 1500, 200

//8
2, C, 1500, 200
2, B, 1500, 400
3, F, 1500, 0
2, D, 1500, 400
2, B, 1500, 400
3, F, 1500, 0

//9
2, F, 1500, 400
2, Bb, 1500, 400
3, Gb, 1500, 0
2, Bb, 1500, 400
3, Gb, 1500, 0
3, Eb, 1500, 400
3, Db, 1500, 200

//10
3, A, 1500, 200
2, Bb, 1500, 400
3, Gb, 1500, 0
2, Bb, 1500, 400
3, Gb, 1500, 0
3, Eb, 1500, 400
3, Db, 1500, 200

//11
3, A, 1500, 200
2, Bb, 1500, 400
3, Gb, 1500, 0
2, Bb, 1500, 400
3, Gb, 1500, 0
3, Eb, 1500, 400
3, Db, 1500, 200

//12
3, A, 1500, 200
2, Bb, 1500, 400
3, Gb, 1500, 0
4, C, 1500, 400
2, Bb, 1500, 400
3, Gb, 1500, 0

//13
4, D, 1500, 400
2, B, 1500, 400
3, F, 1500, 0
2, B, 1500, 400
3, F, 1500, 0
3, Eb, 1500, 400
3, Db, 1500, 200

//14
4, D, 1500, 200
2, B, 1500, 400
3, F, 1500, 0
2, B, 1500, 400
3, F, 1500, 0
3, Eb, 1500, 400
3, Db, 1500, 200

//15
4, D, 1500, 200
2, B, 1500, 400
3, F, 1500, 0
2, B, 1500, 400
3, F, 1500, 0
3, Eb, 1500, 400
3, Db, 1500, 200

//16
4, D, 1500, 200
2, B, 1500, 400
3, F, 1500, 0
4, C, 1500, 400
2, B, 1500, 400
3, F, 1500, 0

//17
3, A, 1500, 400
2, Bb, 1500, 400
3, Gb, 1500, 0
2, Bb, 1500, 400
3, Gb, 1500, 0
3, Eb, 1500, 400
3, Db, 1500, 200

//18
2, F, 1500, 200
2, Bb, 1500, 400
3, Gb, 1500, 0
2, C, 1500, 400
2, Bb, 1500, 400
3, Gb, 1500, 0

//19
2, F, 1500, 400
2, Bb, 1500, 400
3, Gb, 1500, 0
2, C, 1500, 400
2, Bb, 1500, 400
3, Gb, 1500, 0

//20
2, F, 1500, 400
2, E, 1500, 400
2, F, 1500, 400
2, Gb, 1500, 400

//21
2, G, 1500, 400
2, B, 1500, 400
3, F, 1500, 0
2, B, 1500, 400
3, F, 1500, 0
3, Eb, 1500, 400
3, Db, 1500, 200

//22
2, G, 1500, 200
2, B, 1500, 400
3, F, 1500, 0
2, D, 1500, 400
2, B, 1500, 400
3, F, 1500, 0

//23
2, G, 1500, 400
2, B, 1500, 400
3, F, 1500, 0
2, D, 1500, 400
2, B, 1500, 400
3, F, 1500, 0

//24
2, G, 1500, 400
2, F, 1500, 400
2, G, 1500, 400
2, Ab, 1500, 400

//25
2, A, 1500, 400
2, Bb, 1500, 400
3, Gb, 1500, 0
2, Bb, 1500, 400
3, Gb, 1500, 0
3, Eb, 1500, 400
3, Db, 1500, 200

//26
2, F, 1500, 200
2, Bb, 1500, 400
3, Gb, 1500, 0
2, Bb, 1500, 400
3, Gb, 1500, 0
3, Eb, 1500, 400
3, Db, 1500, 200

//27
2, F, 1500, 200
2, Bb, 1500, 400
3, Gb, 1500, 0
2, Bb, 1500, 400
3, Gb, 1500, 0
3, Eb, 1500, 400
3, Db, 1500, 200

//28
2, F, 1500, 200
2, Bb, 1500, 400
3, Gb, 1500, 0
2, D, 1500, 400
2, Bb, 1500, 400
3, Gb, 1500, 0

//29
2, C, 1500, 400
2, B, 1500, 400
3, F, 1500, 0
2, B, 1500, 400
3, F, 1500, 0
3, Eb, 1500, 400
3, Db, 1500, 200

//30
2, C, 1500, 200
2, B, 1500, 400
3, F, 1500, 0
2, B, 1500, 400
3, F, 1500, 0
3, Eb, 1500, 400
3, Db, 1500, 200

//31
2, C, 1500, 200
2, B, 1500, 400
3, F, 1500, 0
2, B, 1500, 400
3, F, 1500, 0
3, Eb, 1500, 400
3, Db, 1500, 200

//32
2, C, 1500, 200
2, B, 1500, 400
3, F, 1500, 0
2, D, 1500, 400
2, B, 1500, 400
3, F, 1500, 0

//33
2, F, 1500, 400
2, Bb, 1500, 400
3, Gb, 1500, 0
2, Bb, 1500, 400
3, Gb, 1500, 0

//34
2, Bb, 1500, 800
3, Gb, 1500, 0
3, Db, 1500, 400
3, C, 1500, 150
3, Db, 1500, 150
3, D, 1500, 150
3, Db, 1500, 400

//35
2, B, 1500, 800
3, F, 1500, 0
2, Bb, 1500, 400
3, Gb, 1500, 0
