level, 1.1, 1.1, 1

//1
4, ド, 1500, 0
4, ファ, 1500, 0
4, ド, 1500, 500
4, ファ, 1500, 0
4, ド, 1500, 500
4, ファ, 1500, 0

//2
4, ファ, 1500, 500
4, ド, 1500, 166
4, ミb, 1500, 166
4, ソb, 1500, 166
4, ファ, 1500, 166
4, ミb, 1500, 166
4, ソb, 1500, 166

//3
4, ド, 1500, 166
4, ファ, 1500, 0
4, ド, 1500, 500
4, ファ, 1500, 0
4, ド, 1500, 500
4, ファ, 1500, 0

level, 0.9, 1.1, 4

//4
3, ソ, 1500, 500
3, ラb, 1500, 0
4, ド, 1500, 166
4, ミb, 1500, 0
3, シ, 1500, 333
4, ミb, 1500, 0
3, ラ, 1500, 333
4, ミb, 1500, 0

level,1.1, 1.1, 1

//5
3, ラb, 1500, 333
4, ド, 1500, 0
4, ファ, 1500, 0
4, ド, 1500, 500
4, ファ, 1500, 0
4, ド, 1500, 500
4, ファ, 1500, 0

//6
3, ファ, 1500, 500
4, ド, 1500, 0
3, ファ, 1500, 166
4, ド, 1500, 0
3, ファ, 1500, 166
4, ド, 1500, 0
3, シb, 1500, 166
4, ミb, 1500, 0
3, ラb, 1500, 333
4, ド, 1500, 0

//7
3, ソ, 1500, 333
3, シb, 1500, 0
3, ファ, 1500, 333
3, ラb, 1500, 0
3, ミ, 1500, 333
3, ソ, 1500, 0
3, ド, 1500, 333
3, ファ, 1500, 0

level, 0.9, 1.1, 4

//8
3, ラb, 1500, 500
4, ド, 1500, 0
3, ソb, 1500, 166
3, シb, 1500, 0
4, ド, 1500, 0
4, ミb, 1500, 0
3, ラb, 1500, 333
4, ミb, 1500, 0
3, ソb, 1500, 333
4, ソb, 1500, 0

level, 1.0, 1.2, 17

//9
2, ド, 1500, 333
2, ファ, 1500, 0
1, シb, 1500, 500
2, ソ, 1500, 0
2, ド, 1500, 500
2, ラb, 1500, 0

//10
2, ミb, 1500, 500
2, シb, 1500, 0
2, ラb, 1500, 500
3, ド, 1500, 0
2, ソ, 1500, 333
3, ミb, 1500, 0

//11
3, レb, 1500, 333
3, ファ, 1500, 0
3, ミb, 1500, 500
3, ソ, 1500, 0
3, ファ, 1500, 500
3, ラb, 1500, 0

//12
3, ソ, 1500, 500
3, シb, 1500, 0
3, ラb, 1500, 500
4, ド, 1500, 0
3, シb, 1500, 333
4, ミb, 1500, 0

//13
4, レb, 1500, 333
4, ファ, 1500, 0
4, ミb, 1500, 500
4, ソ, 1500, 0
4, ファ, 1500, 500
4, ラb, 1500, 0

//14
4, ソ, 1500, 500
4, シb, 1500, 0
4, ラb, 1500, 500
5, ド, 1500, 0

level, 1.1, 1.1, 1

//15
4, ド, 1500, 500
4, ファ, 1500, 0
4, ラb, 1500, 0
3, シ, 1500, 500
4, ミb, 1500, 0
4, ファ, 1500, 0

//16
3, ファ, 1500, 666
3, ソ, 1500, 166
3, ラb, 1500, 166
3, シb, 1500, 166
3, ラb, 1500, 166
3, ソ, 1500, 166
3, シb, 1500, 166

//17
3, ラb, 1500, 166
4, ファ, 1500, 166
4, ソ, 1500, 166
